square_footage,bedrooms,bathrooms,price
1200.0,1.0,1.0,48.0
1340.0,2.0,2.0,71.0
1750.0,3.0,2.0,89.0
1400.0,2.0,2.0,100.0
1350.0,3.0,3.0,60.0
1675.0,3.0,3.0,62.0
1340.0,2.0,2.0,66.33
600.0,2.0,1.0,68.0
1276.0,2.0,2.0,76.0
1738.0,3.0,2.0,76.0
1190.0,2.0,2.0,59.9
1128.0,2.0,2.0,65.45
1250.0,2.0,2.0,55.0
1450.0,2.0,2.0,90.0
1084.0,2.0,2.0,53.0
2150.0,4.0,4.0,90.0
6000.0,4.0,4.0,625.0
600.0,4.0,3.0,77.0
1250.0,2.0,2.0,65.0
2400.0,3.0,4.0,240.0
1304.0,3.0,3.0,65.0
1640.0,3.0,3.0,268.0
980.0,2.0,2.0,77.44
1275.0,2.0,2.0,49.5
10030.0,1.0,1.0,150.0
2500.0,3.0,4.0,140.0
3600.0,4.0,4.0,225.0
2400.0,3.0,4.0,95.0
2300.0,3.0,3.0,280.0
1450.0,3.0,2.0,70.18
890.0,2.0,2.0,40.0
1340.0,2.0,2.0,85.0
1100.0,3.0,2.0,75.0
750.0,2.0,2.0,40.0
700.0,4.0,4.0,125.0
1300.0,2.0,2.0,66.0
1301.0,2.0,2.0,120.0
3200.0,9.0,8.0,130.0
1900.0,3.0,2.0,92.0
1299.0,2.0,2.0,105.0
1250.0,3.0,3.0,40.0
1600.0,4.0,4.0,300.0
925.0,2.0,2.0,55.0
3900.0,3.0,3.0,250.0
1107.0,2.0,2.0,45.0
1400.0,2.0,2.0,160.0
1300.0,2.0,2.0,67.0
570.0,2.0,2.0,62.0
1715.0,3.0,3.0,95.0
1200.0,2.0,2.0,55.0
1200.0,6.0,5.0,280.0
703.0,2.0,2.0,60.0
921.0,2.0,2.0,29.47
1144.0,2.0,2.0,65.0
525.0,1.0,1.0,26.01
1400.0,3.0,2.0,56.0
661.0,1.0,1.0,33.0
1200.0,6.0,6.0,160.0
1200.0,5.0,5.0,70.0
1705.0,3.0,3.0,91.0
1035.0,5.0,5.0,170.0
1430.0,3.0,2.0,55.0
1240.0,2.0,2.0,55.0
1325.0,3.0,2.0,60.8
1230.0,2.0,2.0,44.0
1000.0,2.0,2.0,28.0
740.0,4.0,2.0,24.5
1330.0,3.0,2.0,46.45
3005.0,4.0,5.0,275.0
1300.0,3.0,3.0,170.0
1243.0,2.0,2.0,46.0
936.0,4.0,2.0,60.84
1500.0,3.0,2.0,100.0
1200.0,3.0,4.0,156.0
1073.0,2.0,2.0,72.0
1300.0,2.0,2.0,56.0
4201.0,4.0,4.0,435.0
1065.0,2.0,2.0,30.75
1216.0,2.0,2.0,66.88
1252.0,3.0,3.0,59.0
1196.0,2.0,2.0,44.8
1027.0,2.0,2.0,44.0
610.0,3.0,2.0,75.0
1270.0,3.0,2.0,57.15
1171.0,2.0,2.0,39.0
1215.0,3.0,2.0,48.6
600.0,1.0,1.0,20.0
1180.0,2.0,2.0,77.0
1160.0,2.0,2.0,33.51
4382.0,4.0,4.0,400.0
2140.0,3.0,3.0,139.0
1500.0,3.0,3.0,100.0
1008.0,2.0,2.0,52.0
1921.0,3.0,4.0,129.0
1127.0,2.0,2.0,32.0
1621.0,3.0,3.0,124.0
2400.0,3.0,3.0,360.0
1030.0,3.0,2.0,77.25
1314.0,2.0,2.0,84.0
1220.0,3.0,3.0,56.0
600.0,4.0,3.0,97.0
1590.0,3.0,2.0,85.0
703.0,2.0,2.0,49.5
1795.0,3.0,3.0,64.62
3000.0,4.0,3.0,132.0
4395.0,4.0,4.0,242.0
825.0,2.0,2.0,35.0
4025.0,4.0,6.0,350.0
1254.0,3.0,2.0,70.0
2040.0,3.0,3.0,114.0
2215.0,3.0,4.0,154.0
1478.0,2.0,2.0,125.0
2475.0,3.0,4.0,337.0
1669.0,3.0,3.0,298.0
1820.0,3.0,3.0,79.5
1623.0,3.0,3.0,89.0
1243.0,2.0,2.0,46.0
1200.0,2.0,2.0,40.5
1613.0,3.0,3.0,72.0
1293.0,2.0,2.0,80.0
1065.0,2.0,2.0,28.5
940.0,2.0,2.0,69.57
1181.0,3.0,2.0,65.0
2215.0,3.0,3.0,275.0
1100.0,1.0,2.0,75.0
1050.0,2.0,2.0,36.0
1260.0,3.0,2.0,75.0
2800.0,5.0,3.0,425.0
1500.0,3.0,3.0,56.0
1200.0,6.0,6.0,132.0
1000.0,2.0,2.0,66.0
1530.0,3.0,3.0,73.0
1140.0,2.0,2.0,46.0
1864.0,3.0,3.0,115.0
1575.0,3.0,3.0,55.0
1200.0,3.0,3.0,105.0
945.0,2.0,2.0,45.0
1691.0,3.0,3.0,100.0
1200.0,2.0,2.0,135.0
1220.0,3.0,3.0,35.25
600.0,1.0,1.0,35.0
1160.0,2.0,2.0,39.0
1950.0,3.0,2.0,89.5
1650.0,3.0,3.0,85.0
2400.0,4.0,4.0,150.0
795.0,2.0,1.0,32.6
800.0,5.0,5.0,95.0
1400.0,5.0,5.0,97.0
2285.0,3.0,4.0,165.0
1243.0,2.0,2.0,46.0
1263.0,2.0,2.0,51.5
1200.0,5.0,4.0,115.0
1345.0,3.0,2.0,69.0
4400.0,5.0,5.0,240.0
1360.0,3.0,2.0,58.0
1026.0,2.0,2.0,60.55
1050.0,2.0,2.0,38.0
1460.0,3.0,3.0,76.0
1525.0,3.0,2.0,91.48
1843.0,3.0,3.0,85.0
1000.0,2.0,2.0,25.0
1642.0,3.0,2.0,115.0
1200.0,3.0,2.0,66.0
975.0,2.0,2.0,60.0
1075.0,3.0,2.0,44.0
1210.0,2.0,2.0,77.93
2000.0,3.0,3.0,100.0
1225.0,2.0,2.0,68.0
1290.0,2.0,2.0,80.04
1220.0,2.0,2.0,56.0
1500.0,1.0,2.0,85.0
1361.0,2.0,2.0,79.0
2801.25,5.0,4.0,462.0
1394.0,2.0,2.0,85.0
870.0,2.0,2.0,27.0
5000.0,4.0,5.0,300.0
1222.0,2.0,2.0,98.0
1420.0,2.0,2.0,99.39
1846.0,3.0,3.0,135.0
1688.12,2.0,2.0,270.0
1167.0,2.0,2.0,64.08
902.0,2.0,2.0,25.0
2422.0,4.0,4.0,135.0
1050.0,2.0,2.0,52.5
1000.0,2.0,2.0,50.0
1260.0,2.0,2.0,58.0
3000.0,3.0,3.0,450.0
939.0,2.0,2.0,39.0
1590.0,9.0,6.0,150.0
600.0,1.0,1.0,37.0
1298.0,2.0,2.0,59.0
1710.0,3.0,3.0,135.0
1000.0,2.0,2.0,45.0
3350.0,3.0,3.0,150.0
1200.0,2.0,4.0,138.0
1100.0,2.0,2.0,68.0
615.0,1.0,1.0,46.0
1350.0,2.0,2.0,85.0
5000.0,4.0,5.0,325.0
2700.0,3.0,3.0,501.0
4000.0,6.0,6.0,460.0
1718.0,3.0,3.0,130.0
1680.0,3.0,3.0,112.0
1500.0,2.0,2.0,90.0
1157.0,3.0,2.0,72.0
1179.0,2.0,2.0,51.0
1315.0,2.0,2.0,60.48
1105.0,2.0,2.0,28.18
1800.0,3.0,3.0,175.0
1010.0,2.0,2.0,52.0
630.0,1.0,1.0,46.0
1200.0,2.0,2.0,36.1
1025.0,2.0,2.0,60.0
1195.0,2.0,2.0,59.0
1012.0,2.0,2.0,58.0
1884.0,3.0,4.0,118.0
1090.0,2.0,2.0,37.0
1300.0,3.0,3.0,77.99
2950.0,4.0,4.0,250.0
1710.0,3.0,3.0,85.0
1500.0,3.0,3.0,68.0
1310.0,3.0,2.0,53.0
674.0,2.0,1.0,19.9
1350.0,3.0,3.0,70.0
1464.0,3.0,2.0,115.0
715.0,3.0,2.0,29.0
1400.0,3.0,2.0,40.45
1625.0,3.0,2.0,48.75
1065.0,2.0,2.0,30.76
510.0,6.0,4.0,70.0
1385.0,3.0,3.0,90.0
1040.0,2.0,2.0,50.0
1817.0,3.0,3.0,110.0
1205.0,2.0,2.0,47.0
1070.0,2.0,2.0,33.43
1070.0,2.0,2.0,52.0
1340.0,2.0,2.0,75.0
980.0,2.0,2.0,35.0
1006.0,2.0,2.0,44.0
1098.0,2.0,2.0,71.0
1200.0,2.0,2.0,53.5
4190.0,4.0,4.0,325.0
1019.0,2.0,2.0,62.0
1150.0,2.0,2.0,40.21
1733.5,3.0,3.0,120.0
1415.0,2.0,2.0,120.0
1750.0,3.0,3.0,58.0
1537.0,3.0,3.0,81.0
1050.0,2.0,2.0,45.0
1452.0,3.0,3.0,55.6
1246.0,2.0,2.0,95.0
1890.0,3.0,4.0,85.0
972.0,2.0,2.0,40.0
10624.0,4.0,4.0,2340.0
1500.0,4.0,5.0,160.0
630.0,1.0,1.0,33.7
1050.0,8.0,5.0,80.0
1255.0,3.0,2.0,60.0
1900.0,4.0,4.0,185.0
2440.0,3.0,3.0,142.0
1938.0,3.0,3.0,92.69
1711.0,3.0,3.0,125.0
1200.0,5.0,4.0,240.0
1392.0,2.0,2.0,95.0
1225.0,2.0,2.0,77.0
3418.0,4.0,3.0,235.0
1750.0,3.0,3.0,120.0
1260.0,3.0,2.0,80.0
691.0,1.0,1.0,31.1
2400.0,4.0,3.0,400.0
1285.0,2.0,2.0,78.0
1590.0,3.0,3.0,96.0
1571.0,3.0,3.0,65.0
2800.0,5.0,5.0,220.0
1060.0,2.0,2.0,48.66
1255.0,2.0,2.0,58.0
702.0,4.0,4.0,65.0
2400.0,3.0,2.0,185.0
1520.0,3.0,2.0,81.0
1530.0,3.0,2.0,70.99
1170.0,2.0,2.0,45.51
1580.0,3.0,3.0,75.0
1777.26,3.0,3.0,89.0
1303.0,2.0,2.0,55.78
1680.0,2.0,2.0,59.0
1495.0,3.0,2.0,70.0
1835.0,3.0,3.0,108.0
610.0,3.0,3.0,60.0
1080.0,2.0,2.0,38.0
1025.0,2.0,2.0,29.61
1225.0,2.0,2.0,67.48
656.0,1.0,1.0,34.77
994.0,2.0,2.0,45.0
1025.0,2.0,2.0,65.0
1156.0,2.0,2.0,52.0
1250.0,2.0,2.0,60.0
3092.0,4.0,4.0,230.0
1930.0,3.0,4.0,122.0
1020.0,2.0,2.0,70.0
1310.0,3.0,2.0,70.0
612.5,1.0,1.0,27.565
1322.0,2.0,2.0,70.0
1160.0,2.0,2.0,57.0
1100.0,2.0,2.0,48.0
1720.0,3.0,3.0,150.0
1689.0,3.0,3.0,103.0
1090.0,2.0,2.0,47.42
2000.0,2.0,2.0,75.0
1155.0,2.0,2.0,69.0
4000.0,6.0,6.0,230.0
3913.0,4.0,5.0,176.0
3520.0,3.0,5.0,320.0
1125.0,2.0,2.0,39.98
1847.0,3.0,3.0,92.0
1515.0,3.0,2.0,76.0
3450.0,8.0,7.0,225.0
2500.0,5.0,3.0,120.0
1130.0,2.0,2.0,55.0
1049.0,2.0,2.0,51.0
2650.0,3.0,4.0,175.0
850.0,2.0,2.0,25.4
1842.0,3.0,3.0,115.0
2600.0,5.0,5.0,370.0
1282.0,2.0,2.0,72.0
800.0,2.0,2.0,40.0
1200.0,4.0,4.0,240.0
1190.0,3.0,2.0,30.35
1318.0,3.0,2.0,68.0
1698.0,2.0,2.0,105.0
2030.0,3.0,2.0,182.0
1276.0,3.0,2.0,31.9
1555.0,3.0,2.0,67.0
1881.0,3.0,3.0,145.0
2900.0,3.0,3.0,325.0
1890.0,3.0,3.0,109.0
900.0,5.0,5.0,135.0
935.0,2.0,2.0,32.0
1000.0,2.0,2.0,58.0
1510.0,3.0,3.0,75.0
1120.0,2.0,2.0,50.0
930.0,2.0,2.0,25.99
1160.0,3.0,2.0,42.0
1419.0,2.0,2.0,48.1
1175.0,2.0,2.0,62.0
1350.0,3.0,2.0,63.0
2215.0,3.0,3.0,330.0
996.0,2.0,2.0,24.9
1076.0,2.0,2.0,30.13
2180.0,4.0,4.0,115.0
1715.0,3.0,3.0,112.0
1072.0,2.0,2.0,45.0
1230.0,2.0,2.0,80.0
1600.0,3.0,2.0,65.0
1411.0,3.0,3.0,93.25
3600.0,5.0,5.0,145.0
2404.0,3.0,3.0,138.0
1200.0,4.0,4.0,190.0
1200.0,3.0,3.0,226.0
1208.0,3.0,3.0,45.0
1700.0,5.0,5.0,300.0
1225.0,2.0,2.0,69.84
1162.0,2.0,2.0,69.0
1262.0,3.0,2.0,65.0
1050.0,2.0,2.0,35.0
1160.0,2.0,2.0,33.51
1500.0,3.0,3.0,61.95
1610.0,3.0,3.0,85.0
1340.0,2.0,2.0,41.0
2275.0,3.0,4.0,182.0
1162.0,2.0,2.0,58.0
1500.0,2.0,2.0,145.0
3150.0,4.0,3.0,135.0
1170.0,2.0,2.0,65.0
980.0,2.0,2.0,25.0
1800.0,3.0,3.0,60.0
1423.0,3.0,2.0,71.73
1106.0,2.0,2.0,40.0
1105.0,2.0,2.0,27.6
7500.0,4.0,6.0,1800.0
1255.0,2.0,2.0,56.7
1525.0,3.0,2.0,65.0
1061.0,2.0,2.0,38.95
600.0,2.0,2.0,29.5
1400.0,3.0,2.0,40.45
2100.0,3.0,3.0,145.0
660.0,2.0,1.0,16.5
633.0,2.0,1.0,18.0
1260.0,2.0,2.0,120.0
907.0,2.0,2.0,55.43
2047.0,3.0,3.0,67.55
2597.0,4.0,4.0,189.0
1211.0,2.0,2.0,63.0
1904.0,3.0,3.0,129.0
1205.0,2.0,2.0,73.87
1164.0,2.0,2.0,64.08
1410.0,2.0,2.0,73.0
1150.0,2.0,2.0,42.0
1170.0,2.0,2.0,53.11
1420.0,2.0,2.0,62.0
1125.0,2.0,2.0,45.0
1789.0,3.0,3.0,75.0
1021.0,2.0,2.0,76.0
1074.0,2.0,2.0,26.85
1222.0,2.0,2.0,48.0
1981.0,3.0,3.0,134.0
1103.0,2.0,2.0,55.0
1201.0,2.0,2.0,65.0
970.0,2.0,2.0,36.0
920.0,2.0,2.0,33.0
1520.0,3.0,3.0,85.0
675.0,3.0,3.0,75.0
1268.0,3.0,2.0,75.0
660.0,1.0,1.0,30.0
1755.0,3.0,3.0,115.0
945.0,2.0,2.0,35.0
500.0,1.0,1.0,33.0
2820.0,4.0,4.0,153.5
1632.0,4.0,3.0,140.0
1167.0,2.0,2.0,37.5
1276.0,2.0,2.0,80.0
1234.0,2.0,2.0,51.0
1180.0,2.0,2.0,75.0
1370.0,3.0,2.0,87.0
1015.0,2.0,2.0,25.88
1200.0,9.0,9.0,230.0
1400.0,3.0,3.0,90.0
1500.0,5.0,6.0,155.0
1050.0,2.0,2.0,40.0
1251.0,2.0,2.0,46.0
1677.0,3.0,3.0,92.13
1346.0,2.0,2.0,67.38
1090.0,2.0,2.0,31.48
1200.0,5.0,4.0,240.0
1290.0,3.0,2.0,51.1
7514.0,5.0,7.0,1500.0
1881.0,3.0,3.0,145.0
1150.0,2.0,2.0,52.0
2690.0,3.0,3.0,295.0
1200.0,3.0,2.0,42.0
2735.0,3.0,4.0,340.0
950.0,2.0,2.0,65.0
1491.0,3.0,3.0,40.5
1050.0,2.0,2.0,51.66
1660.0,3.0,3.0,131.0
1134.0,2.0,2.0,55.0
1100.0,2.0,2.0,60.0
800.0,4.0,4.0,60.0
1200.0,2.0,2.0,36.1
1200.0,4.0,4.0,240.0
980.0,3.0,3.0,80.0
1080.0,2.0,2.0,37.8
705.0,1.0,2.0,50.0
1200.0,3.0,2.0,35.0
1200.0,2.0,2.0,50.0
1804.0,3.0,3.0,127.0
750.0,2.0,2.0,20.0
420.0,2.0,1.0,25.0
2800.0,4.0,4.0,252.0
1090.0,2.0,2.0,38.37
1500.0,2.0,2.0,230.0
1287.0,3.0,3.0,55.0
2215.0,3.0,4.0,157.0
2800.0,4.0,4.0,375.0
1045.0,2.0,2.0,42.15
1263.0,2.0,2.0,47.36
1431.0,3.0,3.0,85.0
999.0,2.0,2.0,32.9
1650.0,3.0,3.0,85.5
1535.0,3.0,3.0,72.0
2524.0,4.0,5.0,180.0
1300.0,3.0,3.0,69.0
600.0,3.0,3.0,125.0
2095.0,3.0,3.0,150.0
284.0,1.0,1.0,8.0
500.0,1.0,1.0,14.0
1265.0,2.0,2.0,68.0
1215.0,2.0,2.0,44.96
2200.0,2.0,2.0,180.0
1028.0,2.0,2.0,51.0
1835.0,3.0,2.0,92.0
1800.0,3.0,3.0,65.0
2077.0,3.0,3.0,175.0
2880.0,4.0,3.0,211.0
499.0,6.0,5.0,89.0
708.0,2.0,2.0,31.15
1200.0,2.0,2.0,120.0
925.0,2.0,2.0,46.25
2826.0,3.0,3.0,148.0
458.0,1.0,1.0,33.66
3500.0,4.0,4.0,150.0
5400.0,4.0,4.0,250.0
1000.0,4.0,5.0,200.0
1450.0,3.0,2.0,90.0
1100.0,2.0,2.0,65.0
1185.0,2.0,2.0,55.0
1900.0,4.0,4.0,80.0
1200.0,2.0,2.0,70.0
660.0,1.0,1.0,35.0
1920.0,3.0,4.0,121.0
1200.0,2.0,2.0,130.0
3418.0,4.0,2.0,222.0
4550.0,4.0,2.0,240.0
1205.0,2.0,2.0,68.32
1200.0,2.0,2.0,46.0
1421.0,3.0,2.0,73.0
1250.0,3.0,3.0,48.9
524.0,1.0,1.0,29.0
4200.0,5.0,5.0,245.0
1540.0,3.0,3.0,90.0
984.0,2.0,2.0,45.91
985.0,2.0,2.0,50.17
2830.0,4.0,4.0,161.0
1140.0,2.0,2.0,60.0
3600.0,5.0,5.0,130.0
1410.0,3.0,2.0,44.42
1700.0,3.0,2.0,86.0
1360.0,2.0,2.0,62.425
1800.0,4.0,3.0,700.0
1333.0,2.0,2.0,86.65
1258.0,2.0,2.0,85.5
1458.0,3.0,2.0,87.0
1386.0,2.0,2.0,85.0
1140.0,2.0,2.0,32.92
550.0,1.0,1.0,27.0
1200.0,2.0,2.0,83.0
1081.0,2.0,2.0,39.0
2135.0,4.0,3.0,149.0
2500.0,4.0,4.0,100.0
1178.0,2.0,2.0,80.0
991.0,2.0,2.0,40.0
1493.0,3.0,2.0,90.0
2495.0,3.0,3.0,130.0
1080.0,2.0,2.0,31.99
814.0,2.0,2.0,53.0
1025.0,2.0,2.0,50.0
1115.0,2.0,2.0,61.0
3075.0,4.0,2.0,188.0
1900.0,7.0,3.0,162.0
1760.0,3.0,3.0,160.0
4000.0,7.0,8.0,150.0
3090.0,4.0,4.0,350.0
2700.0,4.0,4.0,295.0
1175.0,2.0,2.0,52.86
4235.0,4.0,5.0,364.0
1100.0,2.0,2.0,45.0
1200.0,8.0,7.0,175.0
1450.0,2.0,2.0,50.75
1810.0,3.0,3.0,131.0
1426.0,3.0,2.0,71.0
2400.0,3.0,2.0,195.0
1100.0,2.0,2.0,70.0
650.0,1.0,1.0,35.0
1350.0,3.0,3.0,47.25
900.0,2.0,2.0,27.0
1360.0,2.0,2.0,110.0
674.0,1.0,1.0,36.85
1655.0,3.0,3.0,110.0
1300.0,2.0,2.0,95.0
936.0,1.0,1.0,53.0
1277.0,2.0,2.0,92.0
1200.0,2.0,2.0,54.0
1015.0,2.0,2.0,39.08
1153.0,2.0,2.0,60.0
1035.0,2.0,2.0,51.5
3300.0,5.0,3.0,255.0
1150.0,2.0,2.0,46.0
1020.0,2.0,2.0,80.0
3715.0,4.0,6.0,212.5
1160.0,2.0,2.0,95.0
1075.0,3.0,2.0,31.0
1225.0,2.0,2.0,72.0
5000.0,4.0,5.0,950.0
1600.0,2.0,2.0,160.0
600.0,2.0,1.0,90.0
1350.0,3.0,3.0,60.0
1300.0,3.0,3.0,69.0
830.0,2.0,2.0,36.28
1155.0,2.0,2.0,69.18
3126.0,4.0,5.0,345.0
905.0,2.0,2.0,55.0
1375.0,3.0,2.0,75.0
1140.0,2.0,2.0,33.84
1550.0,3.0,2.0,60.0
957.0,2.0,2.0,55.0
890.0,2.0,2.0,45.0
3000.0,4.0,4.0,235.0
1070.0,2.0,2.0,55.0
2400.0,5.0,5.0,150.0
2400.0,4.0,4.0,595.0
925.0,2.0,2.0,37.0
1415.0,2.0,2.0,60.0
500.0,1.0,2.0,80.0
1225.0,2.0,2.0,37.0
2000.0,4.0,4.0,90.0
840.0,1.0,1.0,57.0
1560.0,9.0,9.0,200.0
1732.0,3.0,3.0,112.0
1200.0,1.0,1.0,45.0
1260.0,2.0,2.0,69.9
1092.0,2.0,2.0,49.0
827.0,2.0,2.0,34.0
1357.0,2.0,2.0,54.0
650.0,2.0,1.0,40.0
1370.0,3.0,2.0,54.79
1725.0,3.0,3.0,106.0
1000.0,2.0,2.0,70.0
1350.0,1.0,1.0,55.0
3200.0,4.0,4.0,350.0
1717.0,3.0,3.0,110.0
700.0,2.0,2.0,34.0
800.0,2.0,2.0,32.0
2367.0,3.0,4.0,340.0
1415.0,3.0,2.0,65.0
1976.0,3.0,3.0,145.0
883.0,2.0,2.0,37.01
700.0,1.0,1.0,38.0
1445.0,3.0,3.0,50.0
2082.0,3.0,3.0,104.0
1140.0,2.0,2.0,46.0
933.0,2.0,2.0,66.0
800.0,4.0,5.0,95.5
1155.0,2.0,2.0,57.0
1130.0,2.0,2.0,36.0
1200.0,2.0,2.0,73.2
1055.0,2.0,2.0,43.0
1555.0,3.0,3.0,125.0
1420.0,3.0,3.0,62.0
2214.0,3.0,3.0,350.0
658.0,1.0,1.0,26.91
896.9,2.0,2.0,78.74
4000.0,4.0,3.0,750.0
1035.0,2.0,2.0,40.0
2064.0,4.0,5.0,225.0
1839.0,3.0,3.0,160.0
1200.0,2.0,2.0,44.0
488.0,1.0,1.0,20.0
1200.0,3.0,2.0,198.0
2760.0,5.0,5.0,140.0
993.0,2.0,2.0,42.0
1225.0,2.0,2.0,45.0
900.0,2.0,2.0,55.0
1200.0,9.0,13.0,150.0
825.0,2.0,2.0,32.0
3596.0,4.0,4.0,359.0
1350.0,6.0,4.0,203.0
1800.0,3.0,3.0,92.0
925.0,2.0,2.0,100.0
1167.0,2.0,2.0,63.0
1150.0,2.0,2.0,41.0
650.0,1.0,1.0,50.0
675.0,1.0,1.0,27.0
2260.0,2.0,3.0,90.0
720.0,1.0,1.0,32.39
4800.0,3.0,4.0,600.0
1100.0,2.0,2.0,58.0
550.0,2.0,1.0,20.0
1330.0,3.0,2.0,58.0
1320.0,2.0,2.0,160.0
1685.0,3.0,4.0,185.0
2400.0,6.0,5.0,75.0
1770.0,3.0,3.0,108.0
2100.0,3.0,3.0,125.0
1000.0,2.0,2.0,42.0
600.0,4.0,5.0,105.0
2916.0,4.0,5.0,230.0
1419.59,3.0,2.0,65.0
1400.0,3.0,3.0,81.0
750.0,2.0,2.0,37.49
1070.0,2.0,2.0,87.0
1536.0,3.0,3.0,107.0
1710.0,3.0,3.0,210.0
2400.0,3.0,3.0,196.0
1773.5,3.0,2.0,102.92
1342.0,2.0,2.0,72.0
1600.0,3.0,3.0,130.0
938.0,1.0,1.0,50.0
1820.0,3.0,3.0,99.0
2439.0,4.0,4.0,170.0
1665.0,3.0,3.0,78.0
1850.0,3.0,3.0,150.0
1091.0,2.0,2.0,40.0
1346.0,2.0,2.0,74.03
1720.0,3.0,3.0,224.0
3675.0,4.0,4.0,176.0
1060.0,2.0,2.0,33.95
1059.0,2.0,2.0,57.0
1299.0,2.0,2.0,97.0
1491.0,3.0,3.0,85.0
1200.0,2.0,2.0,85.0
2088.0,4.0,5.0,110.0
581.0,1.0,1.0,29.0
1296.0,2.0,2.0,70.0
1125.0,2.0,2.0,55.0
1275.0,3.0,3.0,70.0
1095.0,2.0,2.0,55.0
10000.0,5.0,4.0,975.0
1330.0,2.0,2.0,74.0
1135.0,2.0,2.0,60.0
516.0,1.0,1.0,39.0
1194.0,2.0,2.0,51.0
2250.0,5.0,5.0,240.0
770.0,2.0,1.0,38.0
3930.0,4.0,5.0,330.0
1355.0,3.0,3.0,54.2
3000.0,8.0,8.0,150.0
2569.0,4.0,4.0,175.0
3758.0,4.0,4.0,450.0
1116.0,2.0,2.0,51.91
1707.0,3.0,3.0,115.0
1200.0,5.0,5.0,225.0
1070.0,2.0,2.0,49.0
6000.0,4.0,4.0,410.0
1240.0,3.0,2.0,83.0
1300.0,2.0,2.0,91.65
1700.0,2.0,2.0,76.0
1383.0,3.0,2.0,76.18
3000.0,5.0,4.0,170.0
1200.0,2.0,2.0,34.65
935.0,2.0,2.0,45.0
2072.0,3.0,4.0,151.0
2200.0,4.0,3.0,225.0
615.0,1.0,1.0,46.0
1116.0,2.0,2.0,45.0
1639.0,3.0,3.0,107.0
1839.0,3.0,3.0,130.0
1300.0,2.0,2.0,63.0
625.0,1.0,1.0,27.0
933.0,1.0,1.0,61.0
2289.0,3.0,3.0,180.0
2316.0,3.0,3.0,125.0
1005.0,2.0,2.0,39.77
1080.0,2.0,2.0,38.0
1200.0,7.0,5.0,185.0
910.0,2.0,2.0,36.0
1200.0,2.0,2.0,73.0
1110.0,2.0,2.0,39.9
1142.0,2.0,2.0,56.0
4000.0,5.0,4.0,240.0
1800.0,3.0,3.0,204.0
1005.0,2.0,2.0,55.0
1626.6,3.0,3.0,133.0
1074.0,2.0,2.0,54.0
1230.0,2.0,2.0,80.0
660.0,2.0,1.0,23.0
1007.0,2.0,2.0,48.0
1050.0,4.0,6.0,74.0
1820.0,3.0,3.0,113.0
1100.0,2.0,2.0,60.0
1348.0,2.0,2.0,100.0
1230.0,2.0,2.0,66.25
1176.0,3.0,2.0,37.62
1590.0,3.0,3.0,57.0
1200.0,2.0,2.0,78.0
1298.0,2.0,2.0,65.0
1161.0,2.0,2.0,55.15
1350.0,4.0,4.0,175.0
1200.0,5.0,5.0,138.0
1285.0,2.0,2.0,60.0
1644.0,3.0,3.0,92.59
1819.0,3.0,3.0,150.0
1205.0,2.0,2.0,85.0
2350.0,3.0,3.0,300.0
1050.0,2.0,2.0,42.0
1270.0,2.0,2.0,62.0
1240.0,3.0,2.0,39.89
1221.0,3.0,3.0,70.0
840.0,3.0,2.0,35.0
1339.0,2.0,2.0,63.0
4303.0,4.0,5.0,300.0
1315.0,2.0,2.0,85.0
1250.0,2.0,2.0,68.0
850.0,2.0,2.0,27.0
1600.0,3.0,2.0,110.0
1250.0,2.0,2.0,62.0
1312.0,3.0,2.0,56.5
3000.0,4.0,4.0,134.0
1300.0,2.0,2.0,28.0
1990.0,3.0,3.0,98.0
760.0,2.0,2.0,38.5
5000.0,4.0,4.0,536.0
1614.0,3.0,2.0,59.0
1500.0,4.0,3.0,162.0
1182.0,3.0,2.0,60.1
1053.0,2.0,2.0,46.29
750.0,1.0,1.0,105.0
2000.0,3.0,3.0,125.0
1940.0,3.0,4.0,116.0
1590.0,3.0,3.0,105.0
1035.0,2.0,2.0,52.79
1075.0,2.0,2.0,53.0
900.0,2.0,2.0,55.0
1260.0,3.0,2.0,62.0
1200.0,6.0,5.0,260.0
1702.0,3.0,3.0,107.0
1080.0,3.0,2.0,65.0
1189.0,2.0,2.0,45.0
1035.0,2.0,2.0,39.0
1200.0,2.0,2.0,36.0
4482.0,8.0,6.0,852.0
1200.0,3.0,3.0,200.0
1300.0,3.0,3.0,69.0
1330.0,2.0,2.0,93.65
1210.0,3.0,2.0,65.0
1350.0,3.0,2.0,54.2
1900.0,3.0,2.0,65.0
1935.0,3.0,4.0,125.0
1410.0,3.0,3.0,90.0
1469.0,2.0,2.0,99.14
986.0,2.0,2.0,30.0
1460.0,3.0,2.0,87.0
1260.0,3.0,2.0,85.05
1345.0,3.0,2.0,39.5
980.0,2.0,2.0,57.0
1164.0,2.0,2.0,75.0
929.0,2.0,1.0,51.0
1065.0,2.0,2.0,70.0
1172.0,2.0,2.0,56.725
3000.0,3.0,3.0,265.0
1020.0,2.0,2.0,30.27
1362.0,3.0,3.0,62.63
672.0,1.0,1.0,36.85
1746.0,3.0,3.0,115.0
1025.0,2.0,2.0,29.6
1532.0,2.0,2.0,65.0
1200.0,3.0,2.0,120.0
1250.0,2.0,2.0,65.0
1188.0,2.0,2.0,39.0
3565.0,4.0,4.0,218.0
1170.0,2.0,2.0,85.0
1800.0,3.0,3.0,150.0
